196 Albany,No Wait Time
4101 White Plains Road,30-60 Minutes
57 Cleveland Place,Not Reported Yet
Bathgate Contract Post...,Not Reported Yet
Bay Ridge 5th Avenue,Not Reported Yet
Beach 39th,1-1.5 Hours
Bellevue Hospital Center,1.5-2 Hours
Belvis Diagnosc & Tr...,Not Reported Yet
Bensonhurst 14th Avenue,0-30 Minutes
Brooklyn Army Terminal,Not Reported Yet
Canarsie Municipal Lot,No Wait Time
CI Ida G Israel Chc,Not Reported Yet
Co-op City Retail Space,Not Reported Yet
Coney Island Hospital ...,Not Reported Yet
CU Jonathan Williams C...,Not Reported Yet
CU Vanderbilt,Not Reported Yet
CU Woodside Houses CHC,Not Reported Yet
Cumberland Dtc,Not Reported Yet
Edward Grant,1-1.5 Hours
Elmhurst Hospital Center,30-60 Minutes
EY East New York DTC,Not Reported Yet
Fort Hamilton,1.5-2 Hours
Gouverneur Healthcare,Not Reported Yet
Greenbelt Recreaonal...,1-1.5 Hours
Harlem Hospital Center,30-60 Minutes
Highbridge Pool,Not Reported Yet
Jacobi Medical Center,Not Reported Yet
JFK Airport,No Wait Time
Kew Gardens,Not Reported Yet
Kings County Hospital ...,0-30 Minutes
LaGuardia Airport,Not Reported Yet
Leﬀerts,1-1.5 Hours
Lincoln Medical Center,Not Reported Yet
Mariners Harbor Library,Not Reported Yet
Metropolitan Hospital ...,1-1.5 Hours
Midwood,1.5-2 Hours
Morrisania Diagnosc ...,Not Reported Yet
Mt. Loreo,1-1.5 Hours
North Central Bronx Ho...,Not Reported Yet
Northern Boulevard,Not Reported Yet
Old Broadway,Not Reported Yet
Queens Hospital Center,30-60 Minutes
Rain Boston Road Senio...,Not Reported Yet
Red Hook Recreaonal ...,No Wait Time
Sorrenona...,Not Reported Yet
St. Albans,Not Reported Yet
St. George Ferry Termi...,Not Reported Yet
St. James Recreaonal...,1.5-2 Hours
Starret City,0-30 Minutes
SY Dyckman Lcdla,Not Reported Yet
SY St. Nicholas Chc,Not Reported Yet
Sydenham,Not Reported Yet
Sydenham Health Center,Not Reported Yet
Tremont Community Heal...,Not Reported Yet
Windsor Park Library,Not Reported Yet
Woodhull Medical Center,Not Reported Yet
